First_Name,Second_Name,Party,Vote,Num_Meeting,Num_Vote
Alexander,Èernı,KSÈM,A,3,5
Jiøí,Dolejš,KSÈM,A,3,5
Vojtìch,Filip,KSÈM,A,3,5
Miroslav,Grebeníèek,KSÈM,A,3,5
Stanislav,Grospiè,KSÈM,A,3,5
Vladimír,Koníèek,KSÈM,A,3,5
Pavel,Kováèik,KSÈM,A,3,5
Leo,Luzar,KSÈM,A,3,5
Kvìta,Matušovská,KSÈM,A,3,5
Zdenìk,Ondráèek,KSÈM,A,3,5
Daniel,Pawlas,KSÈM,A,3,5
Ivo,Pojeznı,KSÈM,A,3,5
Jiøí,Valenta,KSÈM,A,3,5
Miloslava,Vostrá,KSÈM,A,3,5
Jan,Bartošek,KDU-ÈSL,A,3,5
Pavel,Bìlobrádek,KDU-ÈSL,A,3,5
Ondøej,Benešík,KDU-ÈSL,A,3,5
Jan,Èiinskı,KDU-ÈSL,A,3,5
Pavla,Golasowská,KDU-ÈSL,A,3,5
Stanislav,Juránek,KDU-ÈSL,0,3,5
Marian,Jureèka,KDU-ÈSL,A,3,5
Vít,Kaòkovskı,KDU-ÈSL,M,3,5
Jiøí,Mihola,KDU-ÈSL,A,3,5
Marek,Vıbornı,KDU-ÈSL,A,3,5
Dominik,Feri,TOP09,A,3,5
Miroslav,Kalousek,TOP09,A,3,5
Helena,Langšádlová,TOP09,Z,3,5
Markéta,Pekarová,TOP09,A,3,5
Karel,Schwarzenberg,TOP09,M,3,5
František,Vácha,TOP09,M,3,5
Vlastimil,Válek,TOP09,M,3,5
Jan,Farskı,STAN,A,3,5
Petr,Gazdík,STAN,A,3,5
Vìra,Kováøová,STAN,Z,3,5
Jana,Krutáková,STAN,A,3,5
Petr,Pávek,STAN,A,3,5
Vít,Rakušan,STAN,A,3,5
Vìra,Adámková,ANO,A,3,6
Andrej,Babiš,ANO,M,3,6
Andrea,Babišová,ANO,A,3,6
Margita,Balaštíková,ANO,A,3,6
Josef,Bìlica,ANO,A,3,6
Stanislav,Berkovec,ANO,A,3,6
Jiøí,Bláha,ANO,A,3,6
Richard,Brabec,ANO,A,3,6
Milan,Brázdil,ANO,M,3,6
Andrea,Brzobohatá,ANO,A,3,6
Jaroslav,Boch,ANO,A,3,6
Klára,Dostálová,ANO,A,3,6
Lenka,Drailová,ANO,A,3,6
Jaroslav,Faltınek,ANO,A,3,6
Kamal,Farhan,ANO,A,3,6
Milan,Feranec,ANO,A,3,6
Eva,Fialová,ANO,A,3,6
Stanislav,Fridrich,ANO,A,3,6
Josef,Hájek,ANO,A,3,6
Milan,Hnilièka,ANO,A,3,6
Ivan,Jáè,ANO,A,3,6
Miloslav,Janulík,ANO,A,3,6
Aleš,Juchelka,ANO,A,3,6
Pavel,Juøíèek,ANO,A,3,6
Adam,Kalous,ANO,A,3,6
David,Kasal,ANO,A,3,6
Tomáš,Kohoutek,ANO,A,3,6
Martin,Kolovratník,ANO,A,3,6
Barbora,Koøanová,ANO,A,3,6
Josef,Kott,ANO,A,3,6
Robert,Králíèek,ANO,A,3,6
Roman,Kubíèek,ANO,A,3,6
Jan,Kubík,ANO,A,3,6
Jaroslav,Kytır,ANO,A,3,6
Taána,Malá,ANO,A,3,6
Pøemysl,Mališ,ANO,A,3,6
Jiøí,Mašek,ANO,A,3,6
Eva,Matyášová,ANO,A,3,6
Radka,Maxová,ANO,M,3,6
Marcela,Melková,ANO,A,3,6
Jana,Mraèková,ANO,A,3,6
Patrik,Nacher,ANO,Z,3,6
Marek,Novák,ANO,A,3,6
Monika,Oborná,ANO,A,3,6
Ladislav,Okleštìk,ANO,M,3,6
Zuzana,Oanová,ANO,A,3,6
Jana,Pastuchová,ANO,A,3,6
Robert,Pelikán,ANO,A,3,6
František,Petrtıl,ANO,A,3,6
Pavel,Plzák,ANO,A,3,6
Milan,Pour,ANO,A,3,6
David,Praák,ANO,A,3,6
Vìra,Procházková,ANO,A,3,6
Pavel,Pustìjovskı,ANO,A,3,6
Karel,Rais,ANO,A,3,6
Michal,Ratiborskı,ANO,A,3,6
Jan,Richter,ANO,A,3,6
Miloslava,Rutová,ANO,A,3,6
Pavel,Rùièka,ANO,A,3,6
Jan,Øehounek,ANO,A,3,6
Petr,Sadovskı,ANO,A,3,6
Jan,Schiller,ANO,A,3,6
Pavel,Stanìk,ANO,0,3,6
Martin,Stropnickı,ANO,A,3,6
Jiøí,Strıèek,ANO,A,3,6
Karla,Šlechtová,ANO,A,3,6
Julius,Špièák,ANO,A,3,6
David,Štolpa,ANO,A,3,6
Dan,ok,ANO,A,3,6
Karel,Tureèek,ANO,A,3,6
Helena,Válková,ANO,A,3,6
Adam,Vojtìch,ANO,A,3,6
Jan,Volnı,ANO,A,3,6
Radek,Vondráèek,ANO,Z,3,6
Ivo,Vondrák,ANO,A,3,6
Petr,Vrána,ANO,A,3,6
Rostislav,Vyzula,ANO,M,3,6
Radek,Zlesák,ANO,A,3,6
Ivan,Adamec,ODS,A,3,6
Jan,Bauer,ODS,A,3,6
Martin,Baxa,ODS,A,3,6
Petr,Beitl,ODS,A,3,6
Marek,Benda,ODS,A,3,6
Stanislav,Blaha,ODS,A,3,6
Pavel,Blaek,ODS,A,3,6
Jana,Èernochová,ODS,A,3,6
Petr,Fiala,ODS,A,3,6
Jakub,Janda,ODS,A,3,6
Václav,Klaus,ODS,M,3,6
Karel,Krejza,ODS,A,3,6
Martin,Kupka,ODS,A,3,6
Zuzana,Majerová,ODS,A,3,6
Jaroslav,Martinù,ODS,A,3,6
Ilona,Mauritzová,ODS,A,3,6
Vojtìch,Munzar,ODS,A,3,6
Miroslava,Nìmcová,ODS,A,3,6
Jan,Skopeèek,ODS,A,3,6
Zbynìk,Stanjura,ODS,A,3,6
Bohuslav,Svoboda,ODS,A,3,6
Jiøí,Ventruba,ODS,A,3,6
Veronika,Vrecionová,ODS,A,3,6
Jan,Zahradník,ODS,M,3,6
Pavel,áèek,ODS,A,3,6
Dana,Balcarová,Piráti,A,3,6
Lukáš,Bartoò,Piráti,A,3,6
Ivan,Bartoš,Piráti,A,3,6
Lukáš,Èernohorskı,Piráti,A,3,6
František,Elfmark,Piráti,A,3,6
Mikuláš,Ferjenèík,Piráti,A,3,6
Radek,Holomèík,Piráti,A,3,6
Martin,Jiránek,Piráti,A,3,6
Lukáš,Koláøík,Piráti,A,3,6
František,Kopøiva,Piráti,A,3,6
Lenka,Kozlová,Piráti,A,3,6
Jan,Lipavskı,Piráti,A,3,6
Tomáš,Martínek,Piráti,A,3,6
Jakub,Michálek,Piráti,A,3,6
Mikuláš,Peksa,Piráti,A,3,6
Vojtìch,Pikal,Piráti,A,3,6
Ondøej,Polanskı,Piráti,A,3,6
Jan,Pošváø,Piráti,A,3,6
Ondøej,Profant,Piráti,A,3,6
Olga,Richterová,Piráti,A,3,6
Petr,Tøešòák,Piráti,M,3,6
Tomáš,Vymazal,Piráti,A,3,6
Marian,Bojko,SPD,A,3,6
Jaroslav,Dvoøák,SPD,A,3,6
Radim,Fiala,SPD,A,3,6
Jaroslav,Holík,SPD,A,3,6
Jan,Hrnèíø,SPD,A,3,6
Tereza,Hyhová,SPD,M,3,6
Monika,Jarošová,SPD,A,3,6
Pavel,Jelínek,SPD,A,3,6
Jiøí,Kobza,SPD,A,3,6
Jiøí,Kohoutek,SPD,A,3,6
Radek,Koten,SPD,A,3,6
Jana,Levová,SPD,A,3,6
Karla,Maøíková,SPD,A,3,6
Ivana,Nevludová,SPD,A,3,6
Tomio,Okamura,SPD,A,3,6
Zdenìk,Podal,SPD,A,3,6
Miloslav,Rozner,SPD,A,3,6
Radek,Rozvoral,SPD,A,3,6
Lucie,Šafránková,SPD,M,3,6
Lubomír,Španìl,SPD,A,3,6
Radovan,Vích,SPD,A,3,6
Lubomír,Volnı,SPD,A,3,6
Jiøí,Bìhounek,ÈSSD,M,3,6
Jan,Birke,ÈSSD,A,3,6
Petr,Dolínek,ÈSSD,A,3,6
Jaroslav,Foldyna,ÈSSD,A,3,6
Alena,Gajdùšková,ÈSSD,A,3,6
Jan,Hamáèek,ÈSSD,A,3,6
Tomáš,Hanzel,ÈSSD,A,3,6
Milan,Chovanec,ÈSSD,M,3,6
Jan,Chvojka,ÈSSD,A,3,6
Roman,Onderka,ÈSSD,A,3,6
Bohuslav,Sobotka,ÈSSD,M,3,6
Antonín,Stanìk,ÈSSD,A,3,6
Kateøina,Valachová,ÈSSD,A,3,6
Ondøej,Veselı,ÈSSD,A,3,6
Lubomír,Zaorálek,ÈSSD,A,3,6
Hana,Aulická,KSÈM,A,3,6
Alexander,Èernı,KSÈM,A,3,6
Jiøí,Dolejš,KSÈM,A,3,6
Vojtìch,Filip,KSÈM,A,3,6
Miroslav,Grebeníèek,KSÈM,Z,3,6
Stanislav,Grospiè,KSÈM,A,3,6
Vladimír,Koníèek,KSÈM,A,3,6
Pavel,Kováèik,KSÈM,A,3,6
Leo,Luzar,KSÈM,A,3,6
Kvìta,Matušovská,KSÈM,A,3,6
Zdenìk,Ondráèek,KSÈM,A,3,6
Daniel,Pawlas,KSÈM,A,3,6
Ivo,Pojeznı,KSÈM,A,3,6
Jiøí,Valenta,KSÈM,A,3,6
Miloslava,Vostrá,KSÈM,A,3,6
Jan,Bartošek,KDU-ÈSL,A,3,6
Pavel,Bìlobrádek,KDU-ÈSL,A,3,6
Ondøej,Benešík,KDU-ÈSL,Z,3,6
Jan,Èiinskı,KDU-ÈSL,A,3,6
Pavla,Golasowská,KDU-ÈSL,A,3,6
Stanislav,Juránek,KDU-ÈSL,0,3,6
Marian,Jureèka,KDU-ÈSL,A,3,6
Vít,Kaòkovskı,KDU-ÈSL,M,3,6
Jiøí,Mihola,KDU-ÈSL,A,3,6
Marek,Vıbornı,KDU-ÈSL,A,3,6
Dominik,Feri,TOP09,A,3,6
Miroslav,Kalousek,TOP09,A,3,6
Helena,Langšádlová,TOP09,A,3,6
Markéta,Pekarová,TOP09,A,3,6
Karel,Schwarzenberg,TOP09,M,3,6
František,Vácha,TOP09,M,3,6
Vlastimil,Válek,TOP09,M,3,6
Jan,Farskı,STAN,A,3,6
Petr,Gazdík,STAN,A,3,6
Vìra,Kováøová,STAN,Z,3,6
Jana,Krutáková,STAN,A,3,6
Petr,Pávek,STAN,A,3,6
Vít,Rakušan,STAN,A,3,6
Vìra,Adámková,ANO,A,3,7
Andrej,Babiš,ANO,M,3,7
Andrea,Babišová,ANO,A,3,7
Margita,Balaštíková,ANO,A,3,7
Josef,Bìlica,ANO,A,3,7
Stanislav,Berkovec,ANO,A,3,7
Jiøí,Bláha,ANO,A,3,7
Richard,Brabec,ANO,A,3,7
Milan,Brázdil,ANO,M,3,7
Andrea,Brzobohatá,ANO,A,3,7
Jaroslav,Boch,ANO,A,3,7
Klára,Dostálová,ANO,A,3,7
Lenka,Drailová,ANO,A,3,7
Jaroslav,Faltınek,ANO,A,3,7
Kamal,Farhan,ANO,A,3,7
Milan,Feranec,ANO,A,3,7
Eva,Fialová,ANO,A,3,7
Stanislav,Fridrich,ANO,A,3,7
Josef,Hájek,ANO,A,3,7
Milan,Hnilièka,ANO,A,3,7
Ivan,Jáè,ANO,A,3,7
Miloslav,Janulík,ANO,A,3,7
Aleš,Juchelka,ANO,A,3,7
Pavel,Juøíèek,ANO,A,3,7
Adam,Kalous,ANO,A,3,7
David,Kasal,ANO,A,3,7
Tomáš,Kohoutek,ANO,A,3,7
Martin,Kolovratník,ANO,A,3,7
Barbora,Koøanová,ANO,A,3,7
Josef,Kott,ANO,Z,3,7
Robert,Králíèek,ANO,A,3,7
Roman,Kubíèek,ANO,A,3,7
Jan,Kubík,ANO,A,3,7
Jaroslav,Kytır,ANO,A,3,7
Taána,Malá,ANO,A,3,7
Pøemysl,Mališ,ANO,A,3,7
Jiøí,Mašek,ANO,A,3,7
Eva,Matyášová,ANO,A,3,7
Radka,Maxová,ANO,M,3,7
Marcela,Melková,ANO,A,3,7
Jana,Mraèková,ANO,A,3,7
Patrik,Nacher,ANO,Z,3,7
Marek,Novák,ANO,A,3,7
Monika,Oborná,ANO,A,3,7
Ladislav,Okleštìk,ANO,M,3,7
Zuzana,Oanová,ANO,A,3,7
Jana,Pastuchová,ANO,A,3,7
Robert,Pelikán,ANO,A,3,7
František,Petrtıl,ANO,A,3,7
Pavel,Plzák,ANO,A,3,7
Milan,Pour,ANO,A,3,7
David,Praák,ANO,A,3,7
Vìra,Procházková,ANO,A,3,7
Pavel,Pustìjovskı,ANO,A,3,7
Karel,Rais,ANO,A,3,7
Michal,Ratiborskı,ANO,A,3,7
Jan,Richter,ANO,A,3,7
Miloslava,Rutová,ANO,A,3,7
Pavel,Rùièka,ANO,A,3,7
Jan,Øehounek,ANO,A,3,7
Petr,Sadovskı,ANO,A,3,7
Jan,Schiller,ANO,A,3,7
Pavel,Stanìk,ANO,0,3,7
Martin,Stropnickı,ANO,A,3,7
Jiøí,Strıèek,ANO,A,3,7
Karla,Šlechtová,ANO,A,3,7
Julius,Špièák,ANO,A,3,7
David,Štolpa,ANO,A,3,7
Dan,ok,ANO,A,3,7
Karel,Tureèek,ANO,A,3,7
Helena,Válková,ANO,A,3,7
Adam,Vojtìch,ANO,A,3,7
Jan,Volnı,ANO,A,3,7
Radek,Vondráèek,ANO,A,3,7
Ivo,Vondrák,ANO,A,3,7
Petr,Vrána,ANO,A,3,7
Rostislav,Vyzula,ANO,M,3,7
Radek,Zlesák,ANO,A,3,7
Ivan,Adamec,ODS,A,3,7
Jan,Bauer,ODS,A,3,7
Martin,Baxa,ODS,A,3,7
Petr,Beitl,ODS,A,3,7
Marek,Benda,ODS,A,3,7
Stanislav,Blaha,ODS,Z,3,7
Pavel,Blaek,ODS,A,3,7
Jana,Èernochová,ODS,A,3,7
Petr,Fiala,ODS,A,3,7
Jakub,Janda,ODS,A,3,7
Václav,Klaus,ODS,M,3,7
Karel,Krejza,ODS,A,3,7
Martin,Kupka,ODS,A,3,7
Zuzana,Majerová,ODS,A,3,7
Jaroslav,Martinù,ODS,A,3,7
Ilona,Mauritzová,ODS,A,3,7
Vojtìch,Munzar,ODS,A,3,7
Miroslava,Nìmcová,ODS,A,3,7
Jan,Skopeèek,ODS,A,3,7
Zbynìk,Stanjura,ODS,Z,3,7
Bohuslav,Svoboda,ODS,A,3,7
Jiøí,Ventruba,ODS,A,3,7
Veronika,Vrecionová,ODS,A,3,7
Jan,Zahradník,ODS,M,3,7
Pavel,áèek,ODS,A,3,7
Dana,Balcarová,Piráti,A,3,7
Lukáš,Bartoò,Piráti,A,3,7
Ivan,Bartoš,Piráti,A,3,7
Lukáš,Èernohorskı,Piráti,A,3,7
František,Elfmark,Piráti,A,3,7
Mikuláš,Ferjenèík,Piráti,A,3,7
Radek,Holomèík,Piráti,A,3,7
Martin,Jiránek,Piráti,A,3,7
Lukáš,Koláøík,Piráti,A,3,7
František,Kopøiva,Piráti,A,3,7
Lenka,Kozlová,Piráti,A,3,7
Jan,Lipavskı,Piráti,A,3,7
Tomáš,Martínek,Piráti,A,3,7
Jakub,Michálek,Piráti,A,3,7
Mikuláš,Peksa,Piráti,A,3,7
Vojtìch,Pikal,Piráti,A,3,7
Ondøej,Polanskı,Piráti,A,3,7
Jan,Pošváø,Piráti,A,3,7
Ondøej,Profant,Piráti,A,3,7
Olga,Richterová,Piráti,A,3,7
Petr,Tøešòák,Piráti,M,3,7
Tomáš,Vymazal,Piráti,A,3,7
Marian,Bojko,SPD,A,3,7
Jaroslav,Dvoøák,SPD,A,3,7
Radim,Fiala,SPD,A,3,7
Jaroslav,Holík,SPD,A,3,7
Jan,Hrnèíø,SPD,A,3,7
Tereza,Hyhová,SPD,M,3,7
Monika,Jarošová,SPD,A,3,7
Pavel,Jelínek,SPD,A,3,7
Jiøí,Kobza,SPD,A,3,7
Jiøí,Kohoutek,SPD,A,3,7
Radek,Koten,SPD,A,3,7
Jana,Levová,SPD,A,3,7
Karla,Maøíková,SPD,A,3,7
Ivana,Nevludová,SPD,A,3,7
Tomio,Okamura,SPD,A,3,7
Zdenìk,Podal,SPD,A,3,7
Miloslav,Rozner,SPD,A,3,7
Radek,Rozvoral,SPD,A,3,7
Lucie,Šafránková,SPD,M,3,7
Lubomír,Španìl,SPD,A,3,7
Radovan,Vích,SPD,A,3,7
Lubomír,Volnı,SPD,A,3,7
Jiøí,Bìhounek,ÈSSD,M,3,7
Jan,Birke,ÈSSD,A,3,7
Petr,Dolínek,ÈSSD,N,3,7
Jaroslav,Foldyna,ÈSSD,A,3,7
Alena,Gajdùšková,ÈSSD,A,3,7
Jan,Hamáèek,ÈSSD,Z,3,7
Tomáš,Hanzel,ÈSSD,A,3,7
Milan,Chovanec,ÈSSD,M,3,7
Jan,Chvojka,ÈSSD,A,3,7
Roman,Onderka,ÈSSD,Z,3,7
Bohuslav,Sobotka,ÈSSD,M,3,7
Antonín,Stanìk,ÈSSD,A,3,7
Kateøina,Valachová,ÈSSD,A,3,7
Ondøej,Veselı,ÈSSD,A,3,7
Lubomír,Zaorálek,ÈSSD,A,3,7
Hana,Aulická,KSÈM,A,3,7
Alexander,Èernı,KSÈM,A,3,7
Jiøí,Dolejš,KSÈM,A,3,7
Vojtìch,Filip,KSÈM,A,3,7
Miroslav,Grebeníèek,KSÈM,A,3,7
Stanislav,Grospiè,KSÈM,A,3,7
Vladimír,Koníèek,KSÈM,A,3,7
Pavel,Kováèik,KSÈM,A,3,7
Leo,Luzar,KSÈM,A,3,7
Kvìta,Matušovská,KSÈM,A,3,7
Zdenìk,Ondráèek,KSÈM,A,3,7
Daniel,Pawlas,KSÈM,A,3,7
Ivo,Pojeznı,KSÈM,A,3,7
Jiøí,Valenta,KSÈM,A,3,7
Miloslava,Vostrá,KSÈM,A,3,7
Jan,Bartošek,KDU-ÈSL,A,3,7
Pavel,Bìlobrádek,KDU-ÈSL,A,3,7
Ondøej,Benešík,KDU-ÈSL,A,3,7
Jan,Èiinskı,KDU-ÈSL,A,3,7
Pavla,Golasowská,KDU-ÈSL,A,3,7
Stanislav,Juránek,KDU-ÈSL,0,3,7
Marian,Jureèka,KDU-ÈSL,A,3,7
Vít,Kaòkovskı,KDU-ÈSL,M,3,7
Jiøí,Mihola,KDU-ÈSL,A,3,7
Marek,Vıbornı,KDU-ÈSL,A,3,7
Dominik,Feri,TOP09,A,3,7
Miroslav,Kalousek,TOP09,A,3,7
Helena,Langšádlová,TOP09,A,3,7
Markéta,Pekarová,TOP09,A,3,7
Karel,Schwarzenberg,TOP09,M,3,7
František,Vácha,TOP09,M,3,7
Vlastimil,Válek,TOP09,M,3,7
Jan,Farskı,STAN,A,3,7
Petr,Gazdík,STAN,A,3,7
Vìra,Kováøová,STAN,Z,3,7
Jana,Krutáková,STAN,A,3,7
Petr,Pávek,STAN,A,3,7
Vít,Rakušan,STAN,A,3,7
Vìra,Adámková,ANO,A,3,8
Andrej,Babiš,ANO,M,3,8
Andrea,Babišová,ANO,A,3,8
Margita,Balaštíková,ANO,A,3,8
Josef,Bìlica,ANO,A,3,8
Stanislav,Berkovec,ANO,A,3,8
Jiøí,Bláha,ANO,A,3,8
Richard,Brabec,ANO,A,3,8
Milan,Brázdil,ANO,M,3,8
Andrea,Brzobohatá,ANO,A,3,8
Jaroslav,Boch,ANO,A,3,8
Klára,Dostálová,ANO,A,3,8
Lenka,Drailová,ANO,A,3,8
Jaroslav,Faltınek,ANO,A,3,8
Kamal,Farhan,ANO,A,3,8
Milan,Feranec,ANO,A,3,8
Eva,Fialová,ANO,A,3,8
Stanislav,Fridrich,ANO,A,3,8
Josef,Hájek,ANO,A,3,8
Milan,Hnilièka,ANO,A,3,8
Ivan,Jáè,ANO,A,3,8
Miloslav,Janulík,ANO,A,3,8
Aleš,Juchelka,ANO,A,3,8
Pavel,Juøíèek,ANO,A,3,8
Adam,Kalous,ANO,A,3,8
David,Kasal,ANO,A,3,8
Tomáš,Kohoutek,ANO,A,3,8
Martin,Kolovratník,ANO,A,3,8
Barbora,Koøanová,ANO,A,3,8
Josef,Kott,ANO,Z,3,8
Robert,Králíèek,ANO,A,3,8
Roman,Kubíèek,ANO,A,3,8
Jan,Kubík,ANO,A,3,8
Jaroslav,Kytır,ANO,A,3,8
Taána,Malá,ANO,A,3,8
Pøemysl,Mališ,ANO,A,3,8
Jiøí,Mašek,ANO,A,3,8
Eva,Matyášová,ANO,A,3,8
Radka,Maxová,ANO,M,3,8
Marcela,Melková,ANO,A,3,8
Jana,Mraèková,ANO,A,3,8
Patrik,Nacher,ANO,A,3,8
Marek,Novák,ANO,A,3,8
Monika,Oborná,ANO,A,3,8
Ladislav,Okleštìk,ANO,M,3,8
Zuzana,Oanová,ANO,A,3,8
Jana,Pastuchová,ANO,A,3,8
Robert,Pelikán,ANO,A,3,8
František,Petrtıl,ANO,A,3,8
Pavel,Plzák,ANO,A,3,8
Milan,Pour,ANO,A,3,8
David,Praák,ANO,A,3,8
Vìra,Procházková,ANO,A,3,8
Pavel,Pustìjovskı,ANO,A,3,8
Karel,Rais,ANO,A,3,8
Michal,Ratiborskı,ANO,A,3,8
Jan,Richter,ANO,A,3,8
Miloslava,Rutová,ANO,A,3,8
Pavel,Rùièka,ANO,A,3,8
Jan,Øehounek,ANO,A,3,8
Petr,Sadovskı,ANO,A,3,8
Jan,Schiller,ANO,A,3,8
Pavel,Stanìk,ANO,0,3,8
Martin,Stropnickı,ANO,A,3,8
Jiøí,Strıèek,ANO,A,3,8
Karla,Šlechtová,ANO,A,3,8
Julius,Špièák,ANO,A,3,8
David,Štolpa,ANO,A,3,8
Dan,ok,ANO,A,3,8
Karel,Tureèek,ANO,A,3,8
Helena,Válková,ANO,A,3,8
Adam,Vojtìch,ANO,A,3,8
Jan,Volnı,ANO,A,3,8
Radek,Vondráèek,ANO,A,3,8
Ivo,Vondrák,ANO,A,3,8
Petr,Vrána,ANO,A,3,8
Rostislav,Vyzula,ANO,M,3,8
Radek,Zlesák,ANO,A,3,8
Ivan,Adamec,ODS,A,3,8
Jan,Bauer,ODS,A,3,8
Martin,Baxa,ODS,A,3,8
Petr,Beitl,ODS,A,3,8
Marek,Benda,ODS,A,3,8
Stanislav,Blaha,ODS,A,3,8
Pavel,Blaek,ODS,Z,3,8
Jana,Èernochová,ODS,A,3,8
Petr,Fiala,ODS,A,3,8
Jakub,Janda,ODS,A,3,8
Václav,Klaus,ODS,M,3,8
Karel,Krejza,ODS,A,3,8
Martin,Kupka,ODS,A,3,8
Zuzana,Majerová,ODS,A,3,8
Jaroslav,Martinù,ODS,A,3,8
Ilona,Mauritzová,ODS,A,3,8
Vojtìch,Munzar,ODS,A,3,8
Miroslava,Nìmcová,ODS,A,3,8
Jan,Skopeèek,ODS,A,3,8
Zbynìk,Stanjura,ODS,A,3,8
Bohuslav,Svoboda,ODS,A,3,8
Jiøí,Ventruba,ODS,A,3,8
Veronika,Vrecionová,ODS,A,3,8
Jan,Zahradník,ODS,M,3,8
Pavel,áèek,ODS,A,3,8
Dana,Balcarová,Piráti,A,3,8
Lukáš,Bartoò,Piráti,A,3,8
Ivan,Bartoš,Piráti,A,3,8
Lukáš,Èernohorskı,Piráti,A,3,8
František,Elfmark,Piráti,A,3,8
Mikuláš,Ferjenèík,Piráti,A,3,8
Radek,Holomèík,Piráti,A,3,8
Martin,Jiránek,Piráti,A,3,8
Lukáš,Koláøík,Piráti,A,3,8
František,Kopøiva,Piráti,A,3,8
Lenka,Kozlová,Piráti,A,3,8
Jan,Lipavskı,Piráti,A,3,8
Tomáš,Martínek,Piráti,A,3,8
Jakub,Michálek,Piráti,A,3,8
Mikuláš,Peksa,Piráti,A,3,8
Vojtìch,Pikal,Piráti,A,3,8
Ondøej,Polanskı,Piráti,A,3,8
Jan,Pošváø,Piráti,A,3,8
Ondøej,Profant,Piráti,A,3,8
Olga,Richterová,Piráti,A,3,8
Petr,Tøešòák,Piráti,M,3,8
Tomáš,Vymazal,Piráti,A,3,8
Marian,Bojko,SPD,A,3,8
Jaroslav,Dvoøák,SPD,A,3,8
Radim,Fiala,SPD,A,3,8
Jaroslav,Holík,SPD,A,3,8
Jan,Hrnèíø,SPD,A,3,8
Tereza,Hyhová,SPD,M,3,8
Monika,Jarošová,SPD,A,3,8
Pavel,Jelínek,SPD,A,3,8
Jiøí,Kobza,SPD,A,3,8
Jiøí,Kohoutek,SPD,A,3,8
Radek,Koten,SPD,A,3,8
Jana,Levová,SPD,A,3,8
Karla,Maøíková,SPD,A,3,8
Ivana,Nevludová,SPD,A,3,8
Tomio,Okamura,SPD,A,3,8
Zdenìk,Podal,SPD,A,3,8
Miloslav,Rozner,SPD,A,3,8
Radek,Rozvoral,SPD,A,3,8
Lucie,Šafránková,SPD,M,3,8
Lubomír,Španìl,SPD,Z,3,8
Radovan,Vích,SPD,A,3,8
Lubomír,Volnı,SPD,A,3,8
Jiøí,Bìhounek,ÈSSD,M,3,8
Jan,Birke,ÈSSD,A,3,8
Petr,Dolínek,ÈSSD,A,3,8
Jaroslav,Foldyna,ÈSSD,A,3,8
Alena,Gajdùšková,ÈSSD,A,3,8
Jan,Hamáèek,ÈSSD,Z,3,8
Tomáš,Hanzel,ÈSSD,A,3,8
Milan,Chovanec,ÈSSD,M,3,8
Jan,Chvojka,ÈSSD,A,3,8
Roman,Onderka,ÈSSD,Z,3,8
Bohuslav,Sobotka,ÈSSD,M,3,8
Antonín,Stanìk,ÈSSD,A,3,8
Kateøina,Valachová,ÈSSD,A,3,8
Ondøej,Veselı,ÈSSD,Z,3,8
Lubomír,Zaorálek,ÈSSD,A,3,8
Hana,Aulická,KSÈM,A,3,8
Alexander,Èernı,KSÈM,A,3,8
Jiøí,Dolejš,KSÈM,A,3,8
Vojtìch,Filip,KSÈM,Z,3,8
Miroslav,Grebeníèek,KSÈM,A,3,8
Stanislav,Grospiè,KSÈM,A,3,8
Vladimír,Koníèek,KSÈM,A,3,8
Pavel,Kováèik,KSÈM,Z,3,8
Leo,Luzar,KSÈM,A,3,8
Kvìta,Matušovská,KSÈM,A,3,8
Zdenìk,Ondráèek,KSÈM,A,3,8
Daniel,Pawlas,KSÈM,A,3,8
Ivo,Pojeznı,KSÈM,A,3,8
Jiøí,Valenta,KSÈM,A,3,8
Miloslava,Vostrá,KSÈM,A,3,8
Jan,Bartošek,KDU-ÈSL,A,3,8
Pavel,Bìlobrádek,KDU-ÈSL,A,3,8
Ondøej,Benešík,KDU-ÈSL,A,3,8
Jan,Èiinskı,KDU-ÈSL,Z,3,8
Pavla,Golasowská,KDU-ÈSL,A,3,8
Stanislav,Juránek,KDU-ÈSL,0,3,8
Marian,Jureèka,KDU-ÈSL,A,3,8
Vít,Kaòkovskı,KDU-ÈSL,M,3,8
Jiøí,Mihola,KDU-ÈSL,A,3,8
Marek,Vıbornı,KDU-ÈSL,A,3,8
Dominik,Feri,TOP09,A,3,8
Miroslav,Kalousek,TOP09,A,3,8
Helena,Langšádlová,TOP09,Z,3,8
Markéta,Pekarová,TOP09,A,3,8
Karel,Schwarzenberg,TOP09,M,3,8
František,Vácha,TOP09,M,3,8
Vlastimil,Válek,TOP09,M,3,8
Jan,Farskı,STAN,A,3,8
Petr,Gazdík,STAN,A,3,8
Vìra,Kováøová,STAN,Z,3,8
Jana,Krutáková,STAN,A,3,8
Petr,Pávek,STAN,A,3,8
Vít,Rakušan,STAN,A,3,8
Vìra,Adámková,ANO,A,3,9
Andrej,Babiš,ANO,M,3,9
Andrea,Babišová,ANO,A,3,9
Margita,Balaštíková,ANO,A,3,9
Josef,Bìlica,ANO,A,3,9
Stanislav,Berkovec,ANO,A,3,9
Jiøí,Bláha,ANO,A,3,9
Richard,Brabec,ANO,A,3,9
Milan,Brázdil,ANO,M,3,9
Andrea,Brzobohatá,ANO,A,3,9
Jaroslav,Boch,ANO,A,3,9
